enrollment_id,student_id,school_id,grade_level,enrollment_date,status,guardian_contact,previous_school,special_needs,notes
6279,4973,65,5,2024-05-13,Active,+1-222-618-5684x234,Cook Inc,never,Outside politics still yet figure old character.
6280,5991,42,4,2020-12-25,Active,001-998-829-8871x0178,"Jensen, Lewis and Johnson",reflect,Find for he three worker.
6281,19804,44,12,2023-01-05,Active,(591)443-4895x49970,Johnson-Steele,find,Southern own deep less.
6282,14416,38,9,2023-04-06,Active,(807)293-8355,Boyle-Stanley,religious,Rule down especially sister beyond.
6283,806,97,6,2020-03-06,Active,+1-897-840-4607x60927,"Cannon, King and Mitchell",property,Voice professor far organization identify already.
6284,15440,7,5,2023-04-10,Active,842.905.1003x72849,"Cook, Lopez and Lane",large,Including maintain off series week improve current.
6285,14369,53,9,2022-01-30,Inactive,741.300.1725x99109,Becker Group,strategy,Indeed off better around.
6286,19094,34,12,2021-10-05,Inactive,001-580-728-2108x24279,"Lee, Turner and Cook",own,Professional around side that chance what.
6287,10031,9,11,2023-02-09,Active,335.355.7669x1169,"Allen, Nelson and Simpson",trouble,Account mission make summer find.
6288,12712,82,7,2023-09-05,Active,834.267.5825x2499,"Zavala, Joseph and Johnson",six,Back pattern threat bed.
6289,15228,17,7,2024-05-09,Active,+1-561-739-8605x1556,"Lewis, Carpenter and Gonzalez",security,Dog describe pattern hair question resource control indeed.
6290,5510,7,4,2021-02-18,Inactive,552.299.3197x548,Paul-Ramsey,whose,Professional sound cold low computer write one.
6291,12203,58,1,2022-12-12,Active,974.520.2762x8478,Freeman Ltd,how,Reveal wish involve likely human strong.
6292,13762,99,10,2022-10-09,Inactive,+1-521-981-6007x75232,"Kelly, Phillips and Harris",lose,Decade kind gun situation.
6293,10990,92,4,2023-01-28,Active,(522)824-2453x576,"Fernandez, Cameron and Horne",marriage,Ever community picture back head really.
6294,2780,34,11,2023-11-25,Active,807.633.4834,"Wright, Cameron and Graham",nothing,Condition meet executive thank meet sell.
6295,14988,69,5,2023-12-12,Inactive,(622)204-3140,Ramos PLC,successful,Lay generation model assume.
6296,19820,90,6,2022-07-30,Active,001-457-695-5921x1390,Horton-Turner,hold,Fly her shoulder everybody.
6297,12949,35,3,2023-07-26,Inactive,001-355-829-8399,"Ross, Owens and Taylor",develop,Behavior south say live station blue result.
6298,9671,7,10,2021-04-02,Active,001-932-560-5143,Baker PLC,trip,Into bed common high suffer spring common experience.
6299,16957,32,8,2020-08-01,Active,(753)935-0038x49423,Hunter Group,pull,Less relate key weight project.
6300,11470,87,2,2020-07-24,Active,8637623606,Stevens Group,imagine,Environmental meeting college.
6301,9573,43,9,2024-10-29,Inactive,001-978-641-6996,"Clark, Hayes and Berg",east,Class trial protect economy consider he.
6302,11521,43,5,2023-09-15,Active,(510)762-9133x75866,Mcbride-Krause,real,Fill everybody night weight.
6303,3150,89,6,2020-07-24,Inactive,001-502-368-4643x203,Walsh Ltd,keep,Else today happy science production.
6304,9348,95,10,2023-04-12,Active,831.450.0146x8179,"Mendoza, Sanchez and Lyons",any,Political chair sea smile final.
6305,4404,31,3,2022-07-26,Inactive,001-533-688-1288x083,Lee-Gutierrez,leader,Apply pass stock.
6306,1440,40,2,2021-03-29,Active,(713)861-5482x7252,Evans LLC,step,Fly history force technology son sister skin.
6307,16967,38,9,2021-05-05,Active,+1-387-260-4279x23080,Hunter-Peterson,budget,Really owner decide piece break.
6308,15619,63,11,2024-05-23,Inactive,284-558-0835,Jones Inc,become,Partner experience responsibility enjoy.
6309,91,5,9,2022-12-24,Active,5974263098,"Scott, Moses and Huerta",morning,Realize member here accept tell.
6310,2551,79,8,2023-01-05,Inactive,767-343-7682,"Ryan, Scott and Ortiz",list,Guy sister voice.
6311,16521,26,2,2021-09-01,Active,733.486.2310,"Chase, Santiago and Phillips",wish,Answer similar two meeting.
6312,11618,15,1,2023-03-13,Active,(795)653-5849,Mcdonald Ltd,in,Build same research young across second cup.
6313,4287,49,1,2023-08-07,Inactive,(442)474-3993x69412,Robinson PLC,pressure,Board move lose case.
6314,19777,34,1,2022-02-21,Inactive,753.802.0103,Brown-Edwards,recognize,Husband away involve cultural tough.
6315,16296,99,2,2024-06-04,Active,+1-266-882-4782x95088,"Leon, Carter and Young",return,Kitchen tonight society remain coach development image.
6316,12162,77,2,2024-07-27,Inactive,+1-828-227-9726x0345,"Hernandez, Chung and Rhodes",alone,Gun occur language responsibility.
6317,12966,16,11,2024-08-05,Inactive,(480)311-1857x957,Mckinney-Scott,production,Professor range air government performance difficult cold weight.
6318,16678,31,2,2024-11-27,Active,348-618-8493,"Hayden, Fletcher and Taylor",floor,Place short why religious teach others another.
6319,16174,56,6,2022-01-09,Active,(848)544-1359x4491,Watkins Inc,arm,Of number coach finish response me test fall.
6320,18104,99,1,2023-09-19,Active,001-606-969-8668,Wood-Tran,mission,Artist in use avoid produce up when help.
6321,2295,93,12,2024-03-19,Active,001-961-243-3040,Powell Group,paper,Simple wish court conference in where concern.
6322,5610,15,8,2021-05-21,Active,430.407.0881,Fernandez PLC,note,Practice will really performance.
6323,8231,49,9,2021-09-21,Inactive,714-659-7069x20737,Patton and Sons,likely,Window stuff open skill American own defense.
6324,2126,58,9,2024-08-21,Inactive,+1-202-849-6271,Cox Ltd,TV,General only use situation author.
6325,19932,62,1,2024-01-13,Active,+1-887-568-9990x35462,Stewart and Sons,point,Vote easy security every fire.
6326,14085,44,6,2021-05-30,Active,(706)862-4413x0919,"Davies, Anderson and Olson",policy,Meeting process cell me spend fine.
6327,16335,55,7,2022-09-01,Active,001-867-353-5149x8899,Armstrong Inc,discover,Anything daughter direction per pay phone.
6328,6597,5,3,2024-06-20,Active,771-885-6523,"Miller, Davis and Molina",answer,Organization enough beyond.
6329,7966,21,6,2024-07-03,Active,(399)225-7440x56497,Cooper Ltd,despite,Organization Republican instead news effect interest.
6330,18459,64,8,2023-01-08,Active,717.466.3805,"White, Sloan and Garcia",space,Teach research teacher hair help feel.
6331,5367,64,5,2021-11-19,Active,(821)936-5375x206,"Curtis, Walker and Gardner",figure,Part would head suddenly party.
6332,6561,50,4,2024-02-12,Inactive,4713084628,Torres-Moore,what,Today none keep hand without manager finally one.
6333,4507,7,6,2024-10-11,Inactive,575-291-0114x1784,"Holland, Lara and Gibson",choose,Law area century.
6334,17847,68,11,2021-07-27,Active,561-893-1940x1775,Park-Rich,fast,Exactly would agency position cost charge every.
6335,14287,53,11,2024-02-08,Active,765-334-3789,Hernandez LLC,mouth,Middle three a camera.
6336,9620,68,9,2022-08-15,Active,(250)506-1490,Smith-Roy,billion,Girl light ability.
6337,12075,37,6,2022-12-20,Active,416.964.8992,"Obrien, Burton and Coleman",note,Lot director TV out past language matter rise.
6338,5585,84,9,2021-01-22,Active,+1-926-253-4471x9985,"Owen, Coleman and Fuller",vote,Seem coach service respond spend do.
6339,11323,29,4,2021-03-04,Inactive,348.209.1252x253,"Vazquez, Robinson and Miller",choose,Table less nothing alone draw garden approach nor.
6340,9094,55,11,2022-05-14,Active,800.772.4148x57434,"Lee, Garcia and Smith",true,None party both citizen pass middle fill put.
6341,15045,7,9,2021-11-05,Inactive,001-590-748-9354x88378,Morales and Sons,toward,Space nice cup crime month.
6342,13488,67,5,2024-01-27,Inactive,001-344-605-8471,Cox-Mcdonald,executive,Trouble hand star cover glass treatment.
6343,13500,55,9,2023-06-20,Active,932.761.8377x815,"Winters, Mitchell and Johnson",soon,Real play teach nor capital order.
6344,11894,78,10,2020-10-15,Inactive,823.500.4522x0827,Johnson Ltd,let,Person politics big help character attorney develop.
6345,2354,94,4,2020-10-21,Active,(821)544-2694,Hansen and Sons,college,That something brother study.
6346,652,61,8,2020-12-17,Active,001-605-709-7369x14999,Gomez Inc,oil,End week nice actually.
6347,1798,30,8,2024-08-23,Active,(827)562-0795x5746,Barker PLC,economy,Reach town meeting true.
6348,6429,99,7,2021-11-15,Active,782.395.5013x8184,"Miranda, Lewis and Perez",doctor,Ever military year act your difference.
6349,3012,56,3,2021-03-11,Active,(766)307-0394,"Mitchell, Dunn and Parker",explain,Alone finish discussion free pressure.
6350,16548,51,3,2020-10-30,Inactive,001-901-293-3726x346,Phelps-Knight,attorney,Student type politics Mr rest.
6351,17958,43,4,2024-09-28,Inactive,936-280-9324,Bowen-Cummings,gun,Program finish collection firm play.
6352,9836,84,8,2021-04-11,Inactive,434.548.0755,Garcia Ltd,be,Truth determine statement ok suffer remain.
6353,749,73,4,2021-01-26,Active,(538)655-0000x1613,Church-Burgess,writer,Town force summer television.
6354,2520,86,7,2023-10-10,Inactive,(695)211-8323x7996,Rangel-Richardson,themselves,Think heart consumer strong usually way.
6355,19774,4,4,2023-02-05,Inactive,503-711-8408x82235,Warren-Ray,ago,Walk interest white than clear American.
6356,1665,12,3,2021-06-25,Inactive,+1-490-726-0913x587,Coleman-Romero,some,Reveal share idea act could project senior.
6357,302,1,1,2022-11-16,Active,9167454419,Ware and Sons,interesting,Allow well increase response possible.
6358,15666,24,4,2024-04-03,Inactive,3868000181,"Williams, Chen and Nelson",next,Later way admit film.
6359,19035,7,9,2024-05-04,Active,599-822-4594x57502,"Martin, Reese and Hess",recently,Discuss image more behind commercial day present sure.
6360,3699,13,4,2021-10-25,Inactive,285.702.9431x515,Dillon and Sons,town,Hit day enter ability.
6361,1548,33,1,2021-08-03,Active,521.592.5501x2606,Gomez Ltd,provide,Rise hour economy serve.
6362,19078,56,12,2020-03-15,Inactive,924.607.7595x45732,"Blanchard, Hall and Davis",each,Must including way attack firm.
6363,6809,95,4,2022-05-22,Active,(430)474-0412x5386,"Garza, Johnson and Carpenter",there,Social history stop draw two myself.
6364,975,78,12,2022-11-25,Inactive,001-561-978-4329x509,"Aguirre, Munoz and Garcia",debate,Off give strong than maybe.
6365,5691,94,10,2024-07-11,Active,001-971-319-9011x602,"Quinn, Sanchez and Diaz",improve,Subject boy Republican study.
6366,11441,59,7,2023-07-15,Active,(698)732-4412,"Silva, George and Avery",for,Score president create wall population stand explain baby.
6367,2703,58,11,2024-07-25,Active,(798)636-2692,"Nixon, Reid and Logan",cup,Go practice do mouth discover stuff as establish.
6368,7964,61,11,2020-06-21,Inactive,001-815-506-7210,"Phillips, Roberson and Coleman",station,Where anyone else second.
6369,5567,67,6,2024-12-21,Inactive,001-398-799-4087x1259,Salazar PLC,night,Set music green Republican politics.
6370,8971,73,5,2021-05-12,Inactive,(248)228-5567x29960,Martinez PLC,site,Fill activity lead could.
6371,14123,64,12,2021-06-03,Active,610-316-4397,Waters-Collins,throughout,Quickly opportunity wish often.
6372,14060,62,1,2024-01-24,Active,(710)719-5573x85051,Gaines LLC,recently,Have executive feel run month road.
6373,16543,2,12,2023-08-26,Active,+1-452-835-0744x1395,"Lyons, Williams and Morris",factor,Strong son east run vote interesting give buy.
6374,2640,58,2,2024-05-19,Inactive,5934889056,Hawkins-Mccarty,prevent,Water fire way page think start evidence.
6375,12638,34,10,2023-11-15,Active,239.498.5445,Butler LLC,second,Money push necessary.
6376,16088,78,8,2022-06-25,Inactive,753-982-4174x9978,Larson and Sons,there,Lose charge policy hour sure old challenge.
6377,19067,75,3,2021-08-19,Active,(600)786-8182x6444,Green-Jimenez,customer,Name quite direction bar set.
6378,9346,68,12,2021-11-11,Active,(572)207-2952,"Johnson, Oconnor and Castro",contain,Young run push interesting there go.
6379,2387,1,1,2021-12-01,Active,(863)209-7526x749,Gibson-Lewis,deal,Here peace himself agreement show.
6380,4120,21,2,2023-06-16,Inactive,485-683-9111x16737,Taylor-Perez,word,Ability administration various whatever world fall however.
6381,9713,72,7,2024-02-03,Active,883-358-6960,"Cardenas, Irwin and Hart",simply,Moment collection a whatever teacher sit.
6382,5341,12,6,2025-01-13,Inactive,001-743-936-2547x379,Brown-Oliver,team,Walk job question deep check big grow.
6383,18968,79,10,2024-08-19,Inactive,(749)668-9971,"Hughes, Schmidt and Riley",drop,Seven develop turn may.
6384,10755,16,6,2023-04-12,Active,678.327.5111,Nguyen-Foster,process,Board ball focus either chance close.
6385,8835,57,3,2021-10-30,Inactive,(500)537-0913,Smith Inc,industry,Quite table stuff reflect receive window moment.
6386,19964,44,10,2022-06-09,Inactive,(201)839-3169x797,Morgan-Rodriguez,style,Both else machine.
6387,5652,88,7,2024-05-14,Active,484-475-1669,Todd LLC,bit,Whatever these avoid somebody just win like.
6388,18862,36,6,2021-04-20,Active,578.994.2275,Peterson-Short,arrive,Sing job most four require.
6389,8716,21,4,2022-08-19,Active,2679787689,"Garrett, Garner and Paul",trade,Think everything probably medical.
6390,1883,15,10,2023-08-27,Inactive,(241)284-8836x5950,Mcdonald PLC,body,Significant plant star threat first book.
6391,249,65,8,2022-08-27,Active,575-854-3469,"Miller, Barnes and Daniel",arm,Sure with particularly use pretty fish.
6392,357,20,9,2024-12-26,Active,+1-932-903-0121x054,"Lee, Hendrix and Oliver",guess,Five possible environment reflect part red quite.
6393,246,10,9,2020-02-19,Inactive,(403)234-2075x2978,Cantu Ltd,perhaps,Model season glass safe time travel shake.
6394,17829,74,9,2020-07-05,Inactive,001-518-680-5312,"Hicks, Perkins and Henderson",item,Often make still the next kind realize.
6395,2033,51,11,2020-12-20,Inactive,(924)213-6089,Phillips LLC,great,Yourself guess action wrong.
6396,4781,64,8,2023-11-14,Active,+1-233-608-3736x19407,"Williams, Lowe and Lynch",fish,Today where less traditional ten born.
6397,11372,66,3,2024-12-18,Active,655.645.8115,"Thomas, Scott and Lowery",company,Create beyond any research movie.
6398,15427,1,1,2024-08-06,Inactive,798.972.0663x4539,"Farrell, Mack and Lee",drive,Through if by economy foot thought plan.
6399,7886,55,11,2022-02-03,Active,819-777-3730x43204,Warren LLC,name,Vote sort hot.
6400,19289,93,1,2022-10-11,Active,+1-423-701-9312x5236,Nguyen-Clark,late,Quickly fund discuss state various small coach method.
6401,357,8,3,2023-02-12,Active,446-300-7118,"Hernandez, Salazar and Howard",majority,International maintain join play again.
6402,12826,54,1,2024-11-21,Inactive,925-700-2848x68059,Williams Ltd,trouble,Network key table forward plant model.
6403,2731,14,6,2020-02-09,Active,573-463-9989x9869,Roberson Ltd,assume,Perform ten commercial treat account out subject as.
6404,8570,22,11,2021-12-01,Active,694.827.8910,Hays-Brown,less,Face until wish despite stock piece.
6405,7173,95,4,2020-05-27,Inactive,(409)700-2516x5745,Roberts Inc,or,Speech myself space share.
6406,8844,20,12,2021-03-13,Inactive,(269)822-9689x328,Cook PLC,without,Determine exist company former.
6407,1312,92,7,2023-10-01,Active,6974665224,Brown-Herring,act,State do social total hand option from.
6408,16520,84,2,2021-07-16,Inactive,001-204-824-8270x020,Day Ltd,can,Leave guess bar yet itself half section matter.
6409,18606,61,11,2023-09-22,Active,281-920-7712x491,"Ortiz, Powell and Brown",trial,Kid special wish single.
6410,3784,91,1,2022-02-18,Inactive,(799)587-8224x98818,Fernandez-Bowman,federal,Successful concern range world key whole.
6411,12496,65,6,2022-11-01,Inactive,6089776446,Mcdowell Ltd,member,Call ground budget notice into east operation.
6412,18911,70,7,2022-10-15,Inactive,+1-425-320-0701x716,Johnson PLC,suddenly,Officer begin adult compare simple represent.
6413,15971,42,4,2020-03-16,Active,001-444-297-6461x404,Adams-Kemp,animal,Speak describe surface challenge teacher.
6414,18240,48,1,2021-12-13,Inactive,+1-410-505-9781,Raymond-Hill,be,Toward nothing hour send blue.
6415,19802,39,2,2023-09-26,Active,+1-348-371-0083x9268,"Johnson, Boyer and Henson",building,Economic rise high.
6416,17895,80,12,2024-11-17,Active,267.413.2228,Shelton-Burke,from,Myself participant entire more dog.
6417,15153,24,2,2024-04-10,Active,+1-245-901-7022,Howard PLC,always,Significant history course open speech.
6418,11758,14,2,2022-06-12,Active,+1-470-681-5054x42868,"Castro, Lewis and Smith",stock,Loss account cover study sister report crime hundred.
6419,5144,54,7,2024-04-10,Inactive,001-209-331-2387x48941,Black-Thomas,though,Mouth benefit current safe none reach national treat.
6420,8772,66,3,2022-07-19,Active,(748)505-2475x47782,Moore PLC,voice,Position over up win.
6421,19738,39,5,2020-08-04,Active,001-595-578-8626,"Estrada, Mitchell and Beck",site,Culture idea goal right.
6422,16687,40,8,2024-08-25,Active,786-272-0011x941,Mcclure-Maldonado,far,Task actually hold few stuff consumer.
6423,1952,87,10,2021-07-18,Inactive,(448)629-8157,Clements-Kramer,rather,Question put get site check western body.
6424,1743,82,5,2024-03-14,Active,860.361.0612,"Schneider, Collins and Johnson",under,Child behavior report choice.
6425,15037,26,11,2023-01-24,Inactive,+1-544-915-7148x60385,"Thomas, Dunn and West",describe,Data can seat ok company.
